"Member Name & ID","Sponsored member & prefix","Reference Visibility","Total Backfile DOIs","Total Current DOIs","Deposits Backfile References","Deposits Current References"
"SciPress Ltd (ID 7446)","SciPress Ltd.10.18052","open","3200","346","true","true"
"Scrivener Publishing (ID 4384)","Scrivener Publishing10.7569","open","153","73","true","false"
"SE Liubov Syvorova (ID 7731)","SE Liubov Syvorova10.18481","open","274","151","true","true"
"Secretariat of The Indonesian Biomedical Journal (ID 7890)","Secretariat of The Indonesian Biomedical Journal10.18585","open","169","60","true","false"
"Sekolah Tinggi Ilmu Kesehatan Jembrana (ID 18136)","Sekolah Tinggi Ilmu Kesehatan Jembrana10.32805","open","0","12","false","true"
"Sekolah Tinggi Teologi Intheos Surakarta (ID 12094)","Sekolah Tinggi Teologi Intheos Surakarta10.30648","open","7","26","false","true"
"Sergo Ordshonikidze University (ID 17614)","Sergo Ordshonikidze University10.32454","open","0","149","false","true"
"SFSCA RAS (ID 11441)","SFSCA RAS10.26898","open","0","87","false","true"
"Siberian State Automobile and Highway University (SibADI) (ID 11048)","Siberian State Automobile and Highway University (SibADI)10.26518","open","0","232","false","true"
"Siberian State Medical University (ID 8418)","Siberian State Medical University10.20538","open","99","196","false","true"
"SineFilozofi (ID 15933)","SineFilozofi10.31122","open","0","27","false","true"
"Sinema Arastirmalari Dergisi (ID 17320)","Sinema Arastirmalari Dergisi10.32001","open","0","10","false","true"
"Singapore Medical Journal (ID 4946)","Singapore Medical Journal10.11622","open","791","341","true","true"
"Sinop Universitesi Sosyal Bilimler Dergisi (ID 12008)","Sinop Universitesi Sosyal Bilimler Dergisi10.30561","open","0","36","false","true"
"Smithsonian Institution (ID 3444)","Smithsonian Institution10.5479","open","154173","48","true","true"
"Smithsonian Institution (ID 3444)","Smithsonian Institution Biodiversity Heritage Library10.5962","open","154173","48","true","true"
"SOBEST Associacao Brasileira de Estomaterapia (ID 12340)","SOBEST Associacao Brasileira de Estomaterapia10.30886","open","0","62","false","true"
"Social Science Research Institute - Locality and Globality - Korean Journal of Social Sciences (ID 18517)","Social Science Research Institute - Locality and Globality - Korean Journal of Social Sciences10.33071","open","150","60","true","true"
"Sociedad Espanola de Ciencias Forestales (ID 14916)","Sociedad Espanola de Ciencias Forestales10.31167","open","112","45","false","true"
"Sociedade Beneficente Israelita Brasileira Hospital Albert Einstein (ID 16942)","Sociedade Beneficente Israelita Brasileira Hospital Albert Einstein10.31744","open","0","27","false","true"
"Societe entomologique de France (ID 17575)","Societe entomologique de France10.32475","open","302","77","false","true"
"Society for Korean Literature in Classical Chinese (ID 11977)","Society for Korean Literature in Classical Chinese10.30527","open","276","65","true","true"
"Society for Meridian and Acupoint (ID 5533)","Society for Meridian and Acupoint10.14406","open","133","43","true","true"
"Society for Music Theory (ID 11983)","Society for Music Theory10.30535","open","461","88","true","true"
"Society for Reformed Life Theology (ID 18615)","Society for Reformed Life Theology10.33135","open","17","34","false","true"
"Society of Exploration Geophysicists (ID 186)","Environmental and Engineering Geophysical Society10.4133","open","53284","5993","true","true"
"Society of Exploration Geophysicists (ID 186)","Society of Exploration Geophysicists10.7462","open","53284","5993","true","true"
"Society of Exploration Geophysicists (ID 186)","Society of Exploration Geophysicists10.1190","open","53284","5993","true","true"
"Society of Gastrointestinal Intervention (ID 7800)","Society of Gastrointestinal Intervention10.18528","open","47","67","true","true"
"Society of Korean Leprologists (KAMJE) (ID 18654)","Society of Korean Leprologists (KAMJE)10.33161","open","0","6","false","true"
"Society of Korean Medicine for Obesity Research (ID 6104)","Society of Korean Medicine for Obesity Research10.15429","open","46","25","true","true"
"Society of Psychoceramics (ID 17333)","Society of Psychoceramics10.32013","open","0","1","false","true"
"Sosyal Bilimler Dergisi (ID 17065)","Sosyal Bilimler Dergisi10.31834","open","0","12","false","true"
"Sosyal Ekonomik Arastirmalar Dergisi (ID 16064)","Sosyal Ekonomik Arastirmalar Dergisi10.30976","open","83","22","true","true"
"Sosyal Guvenlik Dergisi (ID 17368)","Sosyal Guvenlik Dergisi10.32331","open","0","24","false","true"
"Southern Institute of Management (ID 16991)","Southern Institute of Management10.31775","open","84","168","true","true"
"Southwest State University (ID 9331)","Southwest State University10.21869","open","0","201","false","true"
"SPIE-Intl Soc Optical Eng (ID 189)","SPIE - International Society for Optical Engineering10.1117","open","465843","40184","true","true"
"SPRI of Radiation Hygiene Prof. PV Ramzaev (ID 8955)","SPRI of Radiation Hygiene Prof. PV Ramzaev10.21514","open","28","83","false","true"
"SPRIDA (ID 9914)","SPRIDA10.22625","open","16","148","false","true"
"Springer Nature (ID 297)","American Association of Pharmaceutical Scientists10.1208","limited","11021468","1230426","true","true"
"Springer Nature (ID 297)","Canadian Public Health Association10.17269","limited","11021468","1230426","true","true"
"Springer Nature (ID 297)","Genomic Standards Consortium10.4056","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Island Press10.5822","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer (Biological Procedures Online)10.1251","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer (Biomed Central Ltd.)10.1186","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer (Kluwer Academic Publishers - Biomedical Engineering Society (BMES))10.1114","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer (Kluwer Academic Publishers)10.1023","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer - (backfiles)10.5819","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer - ASM International10.1361","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer - Adis10.2165","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer - Cell Stress Society International10.1379","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer - Ecomed Publishers10.1065","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer - FD Communications10.1381","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer - Global Science Journals10.7603","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer - Humana Press10.1385","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer - Psychonomic Society10.3758","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer - RILEM Publishing10.1617","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer - Real Academia de Ciencias Exactas, Fisicas y Naturales10.5052","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer - Society of Surgical Oncology10.1245","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer - The Korean Society of Pharmaceutical Sciences and Technology10.4333","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer Nature10.3858","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer Nature10.1038","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer Nature10.1057","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer Nature10.1013","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer-Verlag10.1140","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","Springer-Verlag10.1007","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","SpringerNature10.26777","open","11021468","1230426","true","true"
"Springer Nature (ID 297)","SpringerNature10.26778","open","11021468","1230426","true","true"
"St. Petersburg Electrotechnical University LETI (ID 15129)","St. Petersburg Electrotechnical University LETI10.32603","open","0","15","false","true"
"State Public Scientific-Technical Library (ID 18655)","State Public Scientific-Technical Library10.33186","open","139","254","true","true"
"State University of Aerospace Instrumentation (SUAI) (ID 17033)","State University of Aerospace Instrumentation (SUAI)10.31799","open","151","164","false","true"
"State University of Management (ID 10959)","State University of Management10.26425","open","186","413","true","true"
"Stichting SciPost (ID 8907)","Stichting SciPost10.21468","open","65","486","true","true"
"STIE Malang Kucecwara (ID 17248)","STIE Malang Kucecwara10.31966","open","0","11","false","true"
"STIKes Surya Mitra Husada (ID 16037)","STIKes Surya Mitra Husada10.30994","open","0","103","false","true"
"STMIK Bumigora Mataram (ID 12267)","STMIK Bumigora Mataram10.30812","open","3","104","false","true"
"STMIK Sinar Nusantara Surakarta (ID 12088)","STMIK Sinar Nusantara Surakarta10.30646","open","0","41","false","true"
"STMIK STIKOM Indonesia (ID 16718)","STMIK STIKOM Indonesia10.31598","open","48","78","false","true"
"Stockholm University Press (ID 6601)","Stockholm University Press10.16993","open","1035","269","true","true"
"Stolichnaya Izdatelskaya Kompaniyaizdat (ID 8599)","Stolichnaya Izdatelskaya Kompaniyaizdat10.20996","open","1120","245","false","true"
"Stowarzyszenie Menedzerow Jakosci i Produkcji (ID 12128)","Stowarzyszenie Menedzerow Jakosci i Produkcji10.30657","open","209","126","false","true"
"Stratejik ve Sosyal Arastirmalar Dergisi (ID 12142)","Stratejik ve Sosyal Arastirmalar Dergisi10.30692","open","0","31","false","true"
"Sulaimani Polytechnic University (ID 10102)","Sulaimani Polytechnic University10.24017","open","17","188","false","true"
"SVP4U-KYIV-1-FUND LLC (ID 17725)","SVP4U-KYIV-1-FUND LLC10.32557","open","0","55","false","true"
"Swets & Zeitlinger Publishers (ID 191)","Informa UK (Swets & Zeitlinger Publishers)10.1076","open","1990","0","true","false"
"Synapse, LLC (ID 8422)","Synapse, LLC10.20514","open","84","140","false","true"
"Systematic Theology Division of Korea Evangelical Theological Society (ID 16992)","Systematic Theology Division of Korea Evangelical Theological Society10.31777","open","29","34","true","true"
"Tambov State University - G.R. Derzhavin (ID 8278)","Tambov State University - G.R. Derzhavin10.20310","open","932","960","false","true"
"TAPPI (ID 18332)","TAPPI10.32964","open","0","57","false","true"
"Taras Shevchenko National University of Kyiv (ID 7257)","Taras Shevchenko National University of Kyiv10.17721","open","1609","792","true","true"
"Technical University of Kosice, Faculty of Materials, Metallurgy and Recycling (ID 5035)","Faculty of Materials, Metallurgy and Recycling10.12776","open","502","147","true","false"
"Technical University of Kosice, Faculty of Mechanical Engineering (ID 8938)","Technical university of Kosice, Faculty of Mechanical Engineering10.21496","open","301","65","true","true"
"Technoscience Academy (ID 17802)","Technoscience Academy10.32628","open","1","160","true","true"
"Tefsir Arastirmalari Dergisi (ID 16067)","Tefsir Arastirmalari Dergisi10.31121","open","0","15","false","true"
"Tekstil Ve Konfeksiyon (ID 17952)","Tekstil Ve Konfeksiyon10.32710","open","0","12","false","true"
"TESAM Akademi (ID 12077)","TESAM Akademi10.30626","open","0","27","false","true"
"TEST-ZL Publishing (ID 11439)","TEST-ZL Publishing10.26896","open","6","209","false","true"
"Texas Academy of Science (ID 16969)","Texas Academy of Science10.32011","open","0","9","false","true"
"Texas Heart Institute Journal (ID 5628)","Texas Heart Institute Journal10.14503","open","512","196","true","true"
"Texas Tech University (ID 18118)","Texas Tech University10.32865","open","63","22","true","false"
"The American Association of Immunologists (ID 2487)","The American Association of Immunologists10.4049","open","28264","1744","true","true"
"The Company of Biologists (ID 237)","PreLights (The Company of Biologists)10.31981","open","25859","4045","true","true"
"The Company of Biologists (ID 237)","The Company of Biologists10.1242","open","25859","4045","true","true"
"The Editorial Office of Anesthesia and Pain Medicine (ID 6688)","The Editorial Office of Anesthesia and Pain Medicine10.17085","open","142","148","true","true"
"The Editorial Office of Gut and Liver (ID 2920)","The Editorial Office of Gut and Liver10.5009","open","903","270","true","true"
"The Electrochemical Society (ID 77)","The Electrochemical Society10.1149","open","68910","6153","true","true"
"The Endocrine Society (ID 80)","The Endocrine Society10.1210","open","110264","2410","true","true"
"The Gorbatov's All-Russian Meat Research Institute (ID 8840)","The Gorbatov's All-Russian Meat Research Institute10.21323","open","52","211","false","true"
"The Institute of Medical Science, Chosun University (ID 12029)","The Institute of Medical Science, Chosun University10.30579","open","0","13","false","true"
"The Journal of Social Science (ID 11970)","The Journal of Social Science10.30520","open","0","36","false","true"
"The Journal of Turkic Language and Literature Surveys (ID 12015)","The Journal of Turkic Language and Literature Surveys10.30568","open","9","12","true","true"
"The Korean Academy of Oral and Maxillofacial Implantology (ID 17299)","The Korean Academy of Oral and Maxillofacial Implantology10.32542","open","17","45","true","true"
"The Korean Association of Psychoanalysis (ID 7801)","The Korean Association of Psychoanalysis10.18529","open","15","27","true","true"
"The Korean College of Clinical Pharmacy (ID 10403)","The Korean College of Clinical Pharmacy10.24304","open","0","68","false","true"
"The Korean Knee Society (ID 3797)","The Korean Knee Society10.5792","open","254","104","true","true"
"The Korean Retina Society (ID 9015)","The Korean Retina Society10.21561","open","19","31","true","true"
"The Korean School Mathematics Society (ID 12261)","The Korean School Mathematics Society10.30807","open","0","14","false","true"
"The Korean Society for Biomedical Laboratory Sciences (ID 6248)","The Korean Society for Biomedical Laboratory Sciences10.15616","open","81","97","true","true"
"The Korean Society for Clinical Laboratory Science (ID 5978)","The Korean Society for Clinical Laboratory Science10.15324","open","135","111","true","true"
"The Korean Society for Laser Medicine and Surgery (ID 10914)","The Korean Society for Laser Medicine and Surgery10.25289","open","86","31","true","true"
"The Korean Society for Microsurgery (ID 6223)","The Korean Society for Microsurgery10.15596","open","64","5","true","true"
"The Korean Society for Plant Biotechnology (ID 2921)","The Korean Society for Plant Biotechnology10.5010","open","727","113","true","true"
"The Korean Society for Research on Nicotine and Tobacco (ID 10691)","The Korean Society for Research on Nicotine and Tobacco10.25055","open","70","27","true","true"
"The Korean Society for Sociology of Education (ID 17603)","The Korean Society for Sociology of Education10.32465","open","257","42","true","true"
"The Korean Society for Vascular Surgery (ID 3737)","The Korean Society for Vascular Surgery10.5758","open","168","45","true","true"
"The Korean Society of Applied Pharmacology (ID 2506)","The Korean Society of Applied Pharmacology10.4062","open","714","188","true","true"
"The Korean Society of Blood Transfusion (ID 7308)","The Korean Society of Blood Transfusion10.17945","open","64","51","true","true"
"The Korean Society of Dental Hygience Science (ID 6754)","The Korean Society of Dental Hygiene Science10.17135","open","215","104","true","true"
"The Korean Society of Endoscopic and Laproscopic Surgeons (ID 4428)","The Korean Society of Endoscopic and Laproscopic Surgeon10.7602","open","127","71","true","true"
"The Korean Society of Health-System Pharmacists (ID 17562)","The Korean Society of Health-System Pharmacists10.32429","open","227","49","true","true"
"The Korean Society of Legal History (ID 16996)","The Korean Society of Legal History10.31778","open","127","34","true","true"
"The Korean Society of Mineral and Energy Resources Engineers (ID 17381)","The Korean Society of Mineral and Energy Resources Engineers10.32390","open","282","124","true","true"
"The Korean Society of Nephrology (ID 9960)","The Korean Society of Nephrology10.23876","open","0","117","false","true"
"The Korean Society of Neurogastroenterology and Motility (ID 2998)","The Korean Society of Neurogastroenterology and Motility (KAMJE)10.5056","open","674","183","true","true"
"The Korean Society of Pediatric Hematology-Oncology (ID 5922)","The Korean Society of Pediatric Hematology-Oncology10.15264","open","90","57","true","true"
"The Korean Society of Physical Medicine (ID 5198)","The Korean Society of Physical Medicine10.13066","open","309","128","true","true"
"The Korean Society of Physical Therapy (ID 8057)","The Korean Society of Physical Therapy10.18857","open","183","87","true","true"
"The Korean Society of Surgical Metabolism and Nutrition (ID 8059)","The Korean Society of Surgical Metabolism and Nutrition10.18858","open","14","12","true","true"
"The Korean Society of Toxicology (ID 3449)","The Korean Society of Toxicology10.5487","open","419","95","true","true"
"The Korean Society of Traumatology (ID 8308)","The Korean Society of Traumatology10.20408","open","90","68","true","true"
"The National Academy of Pediatric Science and Innovation (ID 8949)","The National Academy of Pediatric Science and Innovation10.21508","open","128","264","false","true"
"The Open Journal (ID 8722)","The Open Journal10.21105","open","60","413","true","true"
"The Optical Society (ID 285)","The Optical Society10.1364","open","241801","30809","true","true"
"The Oral Biology Research Institute at Chosum University (ID 9629)","The Oral Biology Research Institute at Chosum University10.21851","open","133","81","true","true"
"The Public Association of Belorussian Stomatologists (ID 18207)","The Public Association of Belorussian Stomatologists10.32993","open","0","26","false","true"
"The Quantitative Methods for Psychology (ID 8547)","The Quantitative Methods for Psychology10.20982","open","145","35","true","true"
"The Royal Society (ID 175)","The Royal Society10.1098","open","81957","6672","true","true"
"The Russian Presidential Academy of National Economy and Public Administration (ID 9677)","The Russian Presidential Academy of National Economy and Public Administration10.22394","open","424","2201","true","true"
"The Scientific and Practical Society of Emergency Medicine Physicians (ID 10021)","The Scientific and Practical Society of Emergency Medicine Physicians10.23934","open","0","95","false","true"
"The Society of Korean Medicine Rehabilitation (ID 7658)","The Society of Korean Medicine Rehabilitation10.18325","open","110","101","true","true"
"Thomas Telford Ltd. (ID 735)","Thomas Telford Ltd.10.1680","open","55766","4148","true","true"
"Tomsk Cancer Research Institute (ID 8796)","Tomsk Cancer Research Institute10.21294","open","94","191","false","true"
"Tomsk State University of Architecture and Building (ID 16826)","Tomsk State University of Architecture and Building10.31675","open","0","96","false","true"
"Touch Medical Media, Ltd. (ID 7274)","Touch Medical Media LTD.10.17925","open","2834","386","false","true"
"Trakya Universitesi Edebiyat Fakultesi Dergisi (ID 18737)","Trakya Universitesi Edebiyat Fakultesi Dergisi10.33207","open","0","12","false","true"
"Trans Tech Publications (ID 2457)","Trans Tech Publications10.4028","open","367549","12065","true","true"
"TSI Press (ID 16199)","TSI Press10.31209","open","1000","165","true","true"
"Turk Tarim ve Doga Bilimleri Dergisi (ID 12363)","Turk Tarim ve Doga Bilimleri Dergisi10.30910","open","1","76","true","true"
"Turkish Academic Research Review (ID 12075)","Turkish Academic Research Review10.30622","open","9","29","true","true"
"Turkish Journal of Engineering (ID 16017)","Turkish Journal of Engineering10.31127","open","0","47","false","true"
"Turkish Journal of Forest Science (ID 17362)","Turkish Journal of Forest Science10.32328","open","0","30","false","true"
"Turkish Journal of Kinesiology (ID 16510)","Turkish Journal of Kinesiology10.31459","open","0","22","false","true"
"Turkish Journal of Water Science and Management (ID 17038)","Turkish Journal of Water Science and Management10.31807","open","0","18","false","true"
"Turkish Online Journal of English Language Teaching (ID 18363)","Turkish Online Journal of English Language Teaching10.32959","open","13","0","true","false"
"Turkiye Biyolojik Mucadele Dergisi (ID 15950)","Turkiye Biyolojik Mucadele Dergisi10.31019","open","0","10","false","true"
"Turkiye Ilahiyat Arastirmalari Dergisi (ID 17951)","Turkiye Ilahiyat Arastirmalari Dergisi10.32711","open","0","11","false","true"
"Turkiye Jeoloji Bulteni (ID 10918)","Turkiye Jeoloji Bulteni10.25288","open","33","53","true","true"
"Tyumen State University (ID 9144)","Tyumen State University10.21684","open","308","566","true","true"
"Ubiquity Press, Ltd. (ID 3285)","UKSG10.1629","open","12833","3989","true","true"
"Ubiquity Press, Ltd. (ID 3285)","Ubiquity Press, Ltd.10.5334","open","12833","3989","true","true"
"UCL Press (ID 5433)","UCL Press10.14324","open","500","422","true","true"
"Ufa State Petroleum Technological University (ID 6654)","Ufa State Petroleum Technological University10.17122","open","517","451","true","true"
"Ukrmetallurginform STA Ltd (ID 17736)","Ukrmetallurginform STA Ltd10.33101","open","0","4","false","true"
"Uludag Aricilik Dergisi (ID 16530)","Uludag Aricilik Dergisi10.31467","open","31","26","true","true"
"Uludag Universitesi Tip Fakultesi Dergisi (ID 17957)","Uludag Universitesi Tip Fakultesi Dergisi10.32708","open","0","44","false","true"
"Uludag Universitesi Veteriner Fakultesi Dergisi (ID 12238)","Uludag Universitesi Veteriner Fakultesi Dergisi10.30782","open","52","32","true","true"
"Ulusal Egitim Akademisi Dergisi (ID 18362)","Ulusal Egitim Akademisi Dergisi10.32960","open","0","5","false","true"
"Ulusal Spor Bilimleri Dergisi (ID 12219)","Ulusal Spor Bilimleri Dergisi10.30769","open","0","24","false","true"
"Uluslararasi Ticaret ve Ekonomi Arastirmalari Dergisi (ID 12166)","Uluslararasi Ticaret ve Ekonomi Arastirmalari Dergisi10.30711","open","0","19","false","true"
"Uluslararasi Turk Lehce Arastirmalari Dergisi (ID 12018)","Uluslararasi Turk Lehce Arastirmalari Dergisi10.30563","open","0","83","false","true"
"Universal Journal of Mathematics and Applications (ID 17360)","Universal Journal of Mathematics and Applications10.32323","open","0","40","false","true"
"Universidad Andina Simon Bolivar (ID 17483)","Universidad Andina Simon Bolivar10.32719","open","6","57","false","true"
"Universidad Autonoma del Estado de Mexico (ID 12322)","Universidad Autonoma del Estado de Mexico10.30878","open","0","60","false","true"
"Universidad Central - Colombia (ID 12034)","Universidad Central - Colombia10.30578","open","52","54","true","true"
"Universidad de las Artes y Ciencias de la Comunicacion - UNIACC (ID 17380)","Universidad de las Artes y Ciencias de la Comunicacion - UNIACC10.33264","open","0","10","false","true"
"Universidad Icesi (ID 7461)","Universidad Icesi10.18046","open","1275","266","true","true"
"Universidade de Sao Paulo Sistema Integrado de Bibliotecas - SIBiUSP (ID 4873)","Universidade de Sao Paulo Sistema Integrado de Bibliotecas - SIBiUSP10.11606","open","39330","4685","false","true"
"Universitas Hamzanwadi (ID 11939)","Universitas Hamzanwadi10.29408","open","31","71","true","false"
"Universitas Islam Madura (ID 16003)","Universitas Islam Madura10.31102","open","24","84","false","true"
"Universitas Mathla ul Anwar Banten (ID 12105)","Universitas Mathla ul Anwar Banten10.30653","open","13","120","false","true"
"Universitas Muhammadiyah Surabaya (ID 12099)","Universitas Muhammadiyah Surabaya10.30651","open","31","225","false","true"
"Universitas Nusantara PGRI Kediri (ID 11941)","Universitas Nusantara PGRI Kediri10.29407","open","58","237","false","true"
"Universitas Pembangunan Nasional Veteran Yogyakarta (ID 16285)","Universitas Pembangunan Nasional Veteran Yogyakarta10.31315","open","0","20","false","true"
"Universitas Proklamasi 45 Yogyakarta (ID 12031)","Universitas Proklamasi 45 Yogyakarta10.30588","open","93","38","false","true"
"Universite Arastirmalari Dergisi (ID 17361)","Universite Arastirmalari Dergisi10.32329","open","0","11","false","true"
"University of Adelaide Press (ID 8480)","University of Adelaide Press10.20851","open","284","156","true","false"
"University of Alberta Libraries (ID 11723)","ARI Journal10.18432","limited","11389","1507","true","false"
"University of Alberta Libraries (ID 11723)","CPI Journal10.18733","limited","11389","1507","true","false"
"University of Alberta Libraries (ID 11723)","Canadian Journal of University Continuing Education10.21225","limited","11389","1507","true","false"
"University of Alberta Libraries (ID 11723)","EBLIP Journal10.18438","limited","11389","1507","true","false"
"University of Alberta Libraries (ID 11723)","East West Journal of Ukrainian Studies10.21226","limited","11389","1507","true","false"
"University of Alberta Libraries (ID 11723)","HSSA Journal10.18732","limited","11389","1507","true","false"
"University of Alberta Libraries (ID 11723)","JPPS Journal10.18433","limited","11389","1507","true","false"
"University of Alberta Libraries (ID 11723)","TranscUlturAl Journal10.21992","limited","11389","1507","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta - Canadian Journal of Learning and Technology10.21432","limited","11389","1507","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta - Canadian Studies in Population10.25336","open","11389","1507","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta - Journal of Contemporary Issues in Education10.20355","limited","11389","1507","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta - Journal of Professional Continuing and Online Education10.18741","limited","11389","1507","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta - Journal of Socialist Studies10.18740","limited","11389","1507","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta - Past Imperfect Journal10.21971","limited","11389","1507","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta - REEFMM10.21230","limited","11389","1507","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta - The Deakin Review of Childrens Literature10.20361","limited","11389","1507","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta Libraries10.29173","limited","11389","1507","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta- Constitutional Forum Journal10.21991","limited","11389","1507","true","false"
"University of Alberta Libraries (ID 11723)","University of Alberta- Language and Literacy10.20360","limited","11389","1507","true","false"
"University of Alberta Libraries (ID 11723)","VAMP Journal10.18435","limited","11389","1507","true","false"
"University of Chitral (ID 18650)","University of Chitral10.33195","open","0","29","false","true"
"University of Leicester (ID 11863)","University of Leicester10.29311","open","386","77","true","false"
"University of Management and Technology (ID 11688)","University of Management and Technology10.29145","open","124","145","false","true"
"University of Management and Technology (ID 11688)","University of Management and Technology10.32350","open","124","145","false","true"
"University of Nebraska Consortium of Libraries - UNCL (ID 14313)","University of Nebraska Consortium of Libraries - UNCL10.13014","open","18","158","false","true"
"University of Nebraska Consortium of Libraries - UNCL (ID 14313)","University of Nebraska Consortium of Libraries - UNCL10.32873","open","18","158","false","true"
"University of Technology, Sydney (UTS) (ID 3097)","University of Technology, Sydney10.5130","open","2655","361","true","true"
"University of Warsaw (ID 4211)","Faculty of Applied Linguistics10.32612","open","684","664","true","true"
"University of Warsaw (ID 4211)","Department of Political Science and International Studies10.31971","open","684","664","true","true"
"University of Warsaw (ID 4211)","Faculty of Education10.32346","open","684","664","true","true"
"University of Warsaw (ID 4211)","Faculty of Oriental Studies10.32690","open","684","664","true","true"
"University of Warsaw (ID 4211)","University of Warsaw10.32798","open","684","664","true","true"
"University of Warsaw (ID 4211)","University of Warsaw10.33138","open","684","664","true","true"
"University of Warsaw (ID 4211)","University of Warsaw10.33067","open","684","664","true","true"
"University of Warsaw (ID 4211)","University of Warsaw - Faculty of Journalism, Information and Book Studies10.33077","open","684","664","true","true"
"University of Warsaw (ID 4211)","University of Warsaw -Faculty of Modern Languages10.7311","limited","684","664","true","true"
"University of Warsaw (ID 4211)","University of Warsaw, Faculty of Management10.7172","limited","684","664","true","true"
"University of Warsaw (ID 4211)","University of Warsaw,Faculty of Philosophy and Sociology10.14394","limited","684","664","true","true"
"University of Warsaw (ID 4211)","Warsaw University Press10.31338","open","684","664","true","true"
"University of Westminster Press (ID 6588)","University of Westminster Press10.16997","open","401","214","true","true"
"University of Wisconsin Press (ID 1939)","University of Wisconsin Press10.3368","open","15637","764","true","false"
"Uopen Journals (ID 7696)","Uopen Journals10.18352","open","10045","653","true","true"
"Urals State Agrarian University (ID 17550)","Urals State Agrarian University10.32417","open","0","69","false","true"
"Uygulamali Yerbilimleri Dergisi (ID 12156)","Uygulamali Yerbilimleri Dergisi10.30706","open","0","18","false","true"
"V.I. Shimakov Federal Research Center of Transplantology and Artificial Organs (ID 6518)","V.I. Shimakov Federal Research Center of Transplantology and Artificial Organs10.15825","open","281","130","true","true"
"Verein zur Forderung des Open Access Publizierens in den Quantenwissenschaften (ID 9598)","Verein zur Forderung des Open Access Publizierens in den Quantenwissenschaften10.22331","open","0","126","false","true"
"Veruscript (ID 9521)","Veruscript10.22261","open","13","95","true","true"
"Veterinary World (ID 5308)","Veterinary World10.14202","open","824","534","true","true"
"Veteriner Hekimler Dernegi Dergisi (ID 18707)","Veteriner Hekimler Dernegi Dergisi10.33188","open","0","8","false","true"
"Vilnius Gediminas Technical University (ID 2209)","Vilnius Gediminas Technical University10.3846","open","8759","1744","true","true"
"Vilnius Gediminas Technical University (ID 2209)","Vilnius Gediminas Technical University10.20334","open","8759","1744","true","true"
"Virginia Tech Libraries (ID 8817)","Virginia Tech Libraries10.21061","open","2407","204","false","true"
"Virtus Interpress (ID 9787)","Virtus Interpress10.22495","open","3072","469","false","true"
"Visayas State University (ID 18225)","Visayas State University10.32945","open","0","40","false","true"
"Visual Communication Design of Unikom (ID 18977)","Visual Communication Design of Unikom10.33375","open","63","0","true","false"
"Volgograd State Medical University (ID 8241)","Volgograd State Medical University10.19163","open","236","314","false","true"
"Voprosy Literatury (ID 16458)","Voprosy Literatury10.31425","open","0","116","false","true"
"Vreden Russian Research Institute of Traumatology and Orthopedics (ID 9273)","Vreden Russian Research Institute of Traumatology and Orthopedics10.21823","open","309","128","false","true"
"VSB - Technical University of Ostrava (ID 16259)","VSB - Technical University of Ostrava10.31490","open","271","55","true","true"
"VSMU N.N. Burdenko (ID 7760)","VSMU N.N. Burdenko10.18499","open","107","298","false","true"
"VTeX (ID 6186)","VTeX10.15559","open","74","70","false","true"
"Wageningen Academic Publishers (ID 8859)","Wageningen Academic Publishers10.22434","open","4626","1087","true","true"
